"dDouble","fDouble","eDouble","dTriple","fTriple","eTriple","dQuad","fQuad","eQuad","dDuo","fDuo","eDuo","mcd","mcf","mce","length","language"
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,french
